,Sample,ClassId,EN
5732,signer7_sample1005,28,single
5733,signer7_sample1006,105,door
5734,signer7_sample1007,204,existing
5735,signer7_sample1008,193,telephone
5736,signer7_sample1009,213,forbidden
5737,signer7_sample1010,76,see
5738,signer7_sample1011,92,never
5739,signer7_sample1012,27,baby
5740,signer7_sample1013,157,sunday
5741,signer7_sample1014,178,voice
5742,signer7_sample1015,68,elephant
5743,signer7_sample1016,44,friday
5744,signer7_sample1017,48,grandfather
5745,signer7_sample1018,127,tongs
5746,signer7_sample1019,8,family
5747,signer7_sample1020,162,police
5748,signer7_sample1021,95,needle
5749,signer7_sample1022,214,pillow
5750,signer7_sample1023,28,single
5751,signer7_sample1024,17,shoe
5752,signer7_sample1025,178,voice
5753,signer7_sample1026,29,wait
5754,signer7_sample1027,150,fasting
5755,signer7_sample1028,71,past
5756,signer7_sample1029,10,unwise
5757,signer7_sample1030,192,danger
5758,signer7_sample1031,73,bring
5759,signer7_sample1032,221,road
5760,signer7_sample1033,199,orange
5761,signer7_sample1034,53,full
5762,signer7_sample1035,142,wood
5763,signer7_sample1036,167,sauce
5764,signer7_sample1037,207,alone
5765,signer7_sample1038,64,house
5766,signer7_sample1039,170,hat
5767,signer7_sample1040,158,monday
5768,signer7_sample1041,152,cotton
5769,signer7_sample1042,87,congratulations
5770,signer7_sample1043,11,kin
5771,signer7_sample1044,51,government
5772,signer7_sample1045,125,salary
5773,signer7_sample1046,115,mince
5774,signer7_sample1047,95,needle
5775,signer7_sample1048,103,pencil
5776,signer7_sample1049,44,friday
5777,signer7_sample1050,118,cologne
5778,signer7_sample1051,89,gift
5779,signer7_sample1052,180,evil
5780,signer7_sample1053,190,sweet
5781,signer7_sample1054,76,see
5782,signer7_sample1055,78,laugh
5783,signer7_sample1056,127,tongs
5784,signer7_sample1057,65,yes
5785,signer7_sample1058,119,coal
5786,signer7_sample1059,96,medicine
5787,signer7_sample1060,149,forest
5788,signer7_sample1061,221,road
5789,signer7_sample1062,9,wise
5790,signer7_sample1063,112,identity
5791,signer7_sample1064,216,slow
5792,signer7_sample1065,39,teapot
5793,signer7_sample1066,29,wait
5794,signer7_sample1067,149,forest
5795,signer7_sample1068,28,single
5796,signer7_sample1069,161,picnic
5797,signer7_sample1070,94,drink
5798,signer7_sample1071,153,trousers
5799,signer7_sample1072,98,light
5800,signer7_sample1073,172,sugar
5801,signer7_sample1074,203,sad
5802,signer7_sample1075,96,medicine
5803,signer7_sample1076,13,key
5804,signer7_sample1077,71,past
5805,signer7_sample1078,113,rent
5806,signer7_sample1079,47,minute
5807,signer7_sample1080,183,say
5808,signer7_sample1081,64,house
5809,signer7_sample1082,112,identity
5810,signer7_sample1083,170,hat
5811,signer7_sample1084,15,friend
5812,signer7_sample1085,136,how
5813,signer7_sample1086,140,oven
5814,signer7_sample1087,179,love
5815,signer7_sample1088,193,telephone
5816,signer7_sample1089,149,forest
5817,signer7_sample1090,85,towel
5818,signer7_sample1091,194,scales
5819,signer7_sample1092,50,topple
5820,signer7_sample1093,116,female
5821,signer7_sample1094,123,lap
5822,signer7_sample1095,7,cry
5823,signer7_sample1096,25,flag
5824,signer7_sample1097,5,tree
5825,signer7_sample1098,71,past
5826,signer7_sample1099,217,eat
5827,signer7_sample1100,175,you
5828,signer7_sample1101,107,crossroads
5829,signer7_sample1102,23,honey
5830,signer7_sample1103,95,needle
5831,signer7_sample1104,223,egg
5832,signer7_sample1105,158,monday
5833,signer7_sample1106,79,lightweight
5834,signer7_sample1107,150,fasting
5835,signer7_sample1108,98,light
5836,signer7_sample1109,19,same
5837,signer7_sample1110,108,accident
5838,signer7_sample1111,86,no
5839,signer7_sample1112,159,window
5840,signer7_sample1113,42,child
5841,signer7_sample1114,93,goodbye
5842,signer7_sample1115,120,dog
5843,signer7_sample1116,133,guest
5844,signer7_sample1117,110,if_only
5845,signer7_sample1118,95,needle
5846,signer7_sample1119,87,congratulations
5847,signer7_sample1120,141,room
5848,signer7_sample1121,23,honey
5849,signer7_sample1122,78,laugh
5850,signer7_sample1123,113,rent
5851,signer7_sample1124,171,war
5852,signer7_sample1125,144,school
5853,signer7_sample1126,104,radiator
5854,signer7_sample1127,107,crossroads
5855,signer7_sample1128,58,pharmacy
5856,signer7_sample1129,9,wise
5857,signer7_sample1130,192,danger
5858,signer7_sample1131,81,carpet
5859,signer7_sample1132,119,coal
5860,signer7_sample1133,148,they
5861,signer7_sample1134,158,monday
5862,signer7_sample1135,63,meal
5863,signer7_sample1136,132,stairs
5864,signer7_sample1137,6,heavy
5865,signer7_sample1138,8,family
5866,signer7_sample1139,129,angel
5867,signer7_sample1140,82,ill
5868,signer7_sample1141,215,bed
5869,signer7_sample1142,20,father
5870,signer7_sample1143,96,medicine
5871,signer7_sample1144,147,allright
5872,signer7_sample1145,193,telephone
5873,signer7_sample1146,54,wedding
5874,signer7_sample1147,23,honey
5875,signer7_sample1148,154,money
5876,signer7_sample1149,11,kin
5877,signer7_sample1150,210,band-aid
5878,signer7_sample1151,225,difficult
5879,signer7_sample1152,132,stairs
5880,signer7_sample1153,85,towel
5881,signer7_sample1154,148,they
5882,signer7_sample1155,214,pillow
5883,signer7_sample1156,208,wrong
5884,signer7_sample1157,200,toilet
5885,signer7_sample1158,135,tap
5886,signer7_sample1159,147,allright
5887,signer7_sample1160,131,napkin
5888,signer7_sample1161,213,forbidden
5889,signer7_sample1162,57,wall
5890,signer7_sample1163,217,eat
5891,signer7_sample1164,204,existing
5892,signer7_sample1165,153,trousers
5893,signer7_sample1166,212,tomorrow
5894,signer7_sample1167,125,salary
5895,signer7_sample1168,117,smell
5896,signer7_sample1169,125,salary
5897,signer7_sample1170,110,if_only
5898,signer7_sample1171,93,goodbye
5899,signer7_sample1172,30,I
5900,signer7_sample1173,126,scissors
5901,signer7_sample1174,55,yesterday
5902,signer7_sample1175,141,room
5903,signer7_sample1176,200,toilet
5904,signer7_sample1177,138,where
5905,signer7_sample1178,162,police
5906,signer7_sample1179,111,who
5907,signer7_sample1180,4,brother
5908,signer7_sample1181,68,elephant
5909,signer7_sample1182,151,apologize
5910,signer7_sample1183,209,do
5911,signer7_sample1184,11,kin
5912,signer7_sample1185,36,wednesday
5913,signer7_sample1186,81,carpet
5914,signer7_sample1187,123,lap
5915,signer7_sample1188,61,retired
5916,signer7_sample1189,43,soup
5917,signer7_sample1190,112,identity
5918,signer7_sample1191,104,radiator
5919,signer7_sample1192,193,telephone
5920,signer7_sample1193,50,topple
5921,signer7_sample1194,135,tap
5922,signer7_sample1195,78,laugh
5923,signer7_sample1196,5,tree
5924,signer7_sample1197,35,work
5925,signer7_sample1198,116,female
5926,signer7_sample1199,158,monday
5927,signer7_sample1200,80,right
5928,signer7_sample1201,199,orange
5929,signer7_sample1202,198,turkey
5930,signer7_sample1203,4,brother
5931,signer7_sample1204,29,wait
5932,signer7_sample1205,15,friend
5933,signer7_sample1206,161,picnic
5934,signer7_sample1207,154,money
5935,signer7_sample1208,13,key
5936,signer7_sample1209,110,if_only
5937,signer7_sample1210,17,shoe
5938,signer7_sample1211,23,honey
5939,signer7_sample1212,220,absent
5940,signer7_sample1213,84,fault
5941,signer7_sample1214,139,grandmother
5942,signer7_sample1215,183,say
5943,signer7_sample1216,137,why
5944,signer7_sample1217,149,forest
5945,signer7_sample1218,190,sweet
5946,signer7_sample1219,184,promise
5947,signer7_sample1220,100,good
5948,signer7_sample1221,47,minute
5949,signer7_sample1222,1,hurry
5950,signer7_sample1223,137,why
5951,signer7_sample1224,218,cook
5952,signer7_sample1225,38,tea
5953,signer7_sample1226,161,picnic
5954,signer7_sample1227,134,manager
5955,signer7_sample1228,151,apologize
5956,signer7_sample1229,6,heavy
5957,signer7_sample1230,206,near
5958,signer7_sample1231,181,border
5959,signer7_sample1232,193,telephone
5960,signer7_sample1233,46,wallet
5961,signer7_sample1234,56,enemy
5962,signer7_sample1235,95,needle
5963,signer7_sample1236,78,laugh
5964,signer7_sample1237,115,mince
5965,signer7_sample1238,223,egg
5966,signer7_sample1239,222,tired
5967,signer7_sample1240,43,soup
5968,signer7_sample1241,75,shirt
5969,signer7_sample1242,53,full
5970,signer7_sample1243,80,right
5971,signer7_sample1244,161,picnic
5972,signer7_sample1245,212,tomorrow
5973,signer7_sample1246,119,coal
5974,signer7_sample1247,148,they
5975,signer7_sample1248,142,wood
5976,signer7_sample1249,132,stairs
5977,signer7_sample1250,89,gift
5978,signer7_sample1251,19,same
5979,signer7_sample1252,137,why
5980,signer7_sample1253,145,olympiad
5981,signer7_sample1254,126,scissors
5982,signer7_sample1255,188,date
5983,signer7_sample1256,38,tea
5984,signer7_sample1257,77,show
5985,signer7_sample1258,98,light
5986,signer7_sample1259,173,hi
5987,signer7_sample1260,3,enjoy_your_meal
5988,signer7_sample1261,223,egg
5989,signer7_sample1262,84,fault
5990,signer7_sample1263,189,holiday
5991,signer7_sample1264,29,wait
5992,signer7_sample1265,95,needle
5993,signer7_sample1266,101,escape
5994,signer7_sample1267,32,together
5995,signer7_sample1268,166,soap
5996,signer7_sample1269,163,psychology
5997,signer7_sample1270,90,halal
5998,signer7_sample1271,216,slow
5999,signer7_sample1272,79,lightweight
6000,signer7_sample1273,94,drink
6001,signer7_sample1274,205,tax
6002,signer7_sample1275,32,together
6003,signer7_sample1276,41,ugly
6004,signer7_sample1277,48,grandfather
6005,signer7_sample1278,55,yesterday
6006,signer7_sample1279,168,tuesday
6007,signer7_sample1280,198,turkey
6008,signer7_sample1281,178,voice
6009,signer7_sample1282,111,who
6010,signer7_sample1283,221,road
6011,signer7_sample1284,90,halal
6012,signer7_sample1285,183,say
6013,signer7_sample1286,122,bad
6014,signer7_sample1287,150,fasting
6015,signer7_sample1288,146,nope
6016,signer7_sample1289,143,teacher
6017,signer7_sample1290,155,pastrami
6018,signer7_sample1291,12,shopping
6019,signer7_sample1292,22,look
6020,signer7_sample1293,107,crossroads
6021,signer7_sample1294,18,mirror
6022,signer7_sample1295,10,unwise
6023,signer7_sample1296,59,glove
6024,signer7_sample1297,92,never
6025,signer7_sample1298,72,get_well
6026,signer7_sample1299,225,difficult
6027,signer7_sample1300,20,father
6028,signer7_sample1301,112,identity
6029,signer7_sample1302,100,good
6030,signer7_sample1303,209,do
6031,signer7_sample1304,61,retired
6032,signer7_sample1305,68,elephant
6033,signer7_sample1306,163,psychology
6034,signer7_sample1307,83,hospital
6035,signer7_sample1308,37,fork
6036,signer7_sample1309,62,male
6037,signer7_sample1310,9,wise
6038,signer7_sample1311,224,time
6039,signer7_sample1312,1,hurry
6040,signer7_sample1313,16,ataturk
6041,signer7_sample1314,167,sauce
6042,signer7_sample1315,77,show
6043,signer7_sample1316,146,nope
6044,signer7_sample1317,135,tap
6045,signer7_sample1318,49,change
6046,signer7_sample1319,210,band-aid
6047,signer7_sample1320,18,mirror
6048,signer7_sample1321,12,shopping
6049,signer7_sample1322,12,shopping
6050,signer7_sample1323,151,apologize
6051,signer7_sample1324,17,shoe
6052,signer7_sample1325,159,window
6053,signer7_sample1326,21,garden
6054,signer7_sample1327,88,animal
6055,signer7_sample1328,60,labor
6056,signer7_sample1329,177,free
6057,signer7_sample1330,146,nope
6058,signer7_sample1331,144,school
6059,signer7_sample1332,158,monday
6060,signer7_sample1333,22,look
6061,signer7_sample1334,88,animal
6062,signer7_sample1335,183,say
6063,signer7_sample1336,191,ceiling
6064,signer7_sample1337,69,photograph
6065,signer7_sample1338,12,shopping
6066,signer7_sample1339,7,cry
6067,signer7_sample1340,205,tax
6068,signer7_sample1341,37,fork
6069,signer7_sample1342,142,wood
6070,signer7_sample1343,7,cry
6071,signer7_sample1344,60,labor
6072,signer7_sample1345,45,saturday
6073,signer7_sample1346,79,lightweight
6074,signer7_sample1347,27,baby
6075,signer7_sample1348,55,yesterday
6076,signer7_sample1349,169,champion
6077,signer7_sample1350,180,evil
6078,signer7_sample1351,178,voice
6079,signer7_sample1352,49,change
6080,signer7_sample1353,125,salary
6081,signer7_sample1354,62,male
6082,signer7_sample1355,99,push
6083,signer7_sample1356,63,meal
6084,signer7_sample1357,11,kin
6085,signer7_sample1358,120,dog
6086,signer7_sample1359,216,slow
6087,signer7_sample1360,75,shirt
6088,signer7_sample1361,19,same
6089,signer7_sample1362,225,difficult
6090,signer7_sample1363,116,female
6091,signer7_sample1364,33,inform
6092,signer7_sample1365,137,why
6093,signer7_sample1366,220,absent
6094,signer7_sample1367,108,accident
6095,signer7_sample1368,35,work
6096,signer7_sample1369,114,book
6097,signer7_sample1370,28,single
6098,signer7_sample1371,135,tap
6099,signer7_sample1372,10,unwise
6100,signer7_sample1373,112,identity
6101,signer7_sample1374,28,single
6102,signer7_sample1375,204,existing
6103,signer7_sample1376,117,smell
6104,signer7_sample1377,57,wall
6105,signer7_sample1378,107,crossroads
6106,signer7_sample1379,146,nope
6107,signer7_sample1380,188,date
6108,signer7_sample1381,125,salary
6109,signer7_sample1382,14,mother
6110,signer7_sample1383,151,apologize
6111,signer7_sample1384,116,female
6112,signer7_sample1385,157,sunday
6113,signer7_sample1386,120,dog
6114,signer7_sample1387,9,wise
6115,signer7_sample1388,54,wedding
6116,signer7_sample1389,105,door
6117,signer7_sample1390,98,light
6118,signer7_sample1391,25,flag
6119,signer7_sample1392,178,voice
6120,signer7_sample1393,54,wedding
6121,signer7_sample1394,195,tailor
6122,signer7_sample1395,96,medicine
6123,signer7_sample1396,122,bad
6124,signer7_sample1397,121,bridge
6125,signer7_sample1398,198,turkey
6126,signer7_sample1399,19,same
6127,signer7_sample1400,213,forbidden
6128,signer7_sample1401,215,bed
6129,signer7_sample1402,30,I
6130,signer7_sample1403,82,ill
6131,signer7_sample1404,58,pharmacy
6132,signer7_sample1405,40,hammer
6133,signer7_sample1406,211,help
6134,signer7_sample1407,97,not_interested
6135,signer7_sample1408,15,friend
6136,signer7_sample1409,31,petrol
6137,signer7_sample1410,13,key
6138,signer7_sample1411,196,thanks
6139,signer7_sample1412,222,tired
6140,signer7_sample1413,162,police
6141,signer7_sample1414,116,female
6142,signer7_sample1415,9,wise
6143,signer7_sample1416,185,milk
6144,signer7_sample1417,73,bring
6145,signer7_sample1418,90,halal
6146,signer7_sample1419,140,oven
6147,signer7_sample1420,86,no
6148,signer7_sample1421,208,wrong
6149,signer7_sample1422,4,brother
6150,signer7_sample1423,29,wait
6151,signer7_sample1424,130,be_pleased
6152,signer7_sample1425,41,ugly
6153,signer7_sample1426,84,fault
6154,signer7_sample1427,8,family
6155,signer7_sample1428,25,flag
6156,signer7_sample1429,155,pastrami
6157,signer7_sample1430,156,potato
6158,signer7_sample1431,215,bed
6159,signer7_sample1432,189,holiday
6160,signer7_sample1433,136,how
6161,signer7_sample1434,123,lap
6162,signer7_sample1435,176,bill
6163,signer7_sample1436,129,angel
6164,signer7_sample1437,31,petrol
6165,signer7_sample1438,35,work
6166,signer7_sample1439,119,coal
6167,signer7_sample1440,105,door
6168,signer7_sample1441,99,push
6169,signer7_sample1442,36,wednesday
6170,signer7_sample1443,33,inform
6171,signer7_sample1444,11,kin
6172,signer7_sample1445,176,bill
6173,signer7_sample1446,154,money
6174,signer7_sample1447,130,be_pleased
6175,signer7_sample1448,76,see
6176,signer7_sample1449,218,cook
6177,signer7_sample1450,182,you
6178,signer7_sample1451,206,near
6179,signer7_sample1452,90,halal
6180,signer7_sample1453,210,band-aid
6181,signer7_sample1454,77,show
6182,signer7_sample1455,173,hi
6183,signer7_sample1456,104,radiator
6184,signer7_sample1457,3,enjoy_your_meal
6185,signer7_sample1458,201,flour
6186,signer7_sample1459,81,carpet
6187,signer7_sample1460,140,oven
6188,signer7_sample1461,101,escape
6189,signer7_sample1462,10,unwise
6190,signer7_sample1463,40,hammer
6191,signer7_sample1464,161,picnic
6192,signer7_sample1465,174,umbrella
6193,signer7_sample1466,75,shirt
6194,signer7_sample1467,111,who
6195,signer7_sample1468,92,never
6196,signer7_sample1469,103,pencil
6197,signer7_sample1470,13,key
6198,signer7_sample1471,62,male
6199,signer7_sample1472,116,female
6200,signer7_sample1473,2,hungry
6201,signer7_sample1474,132,stairs
6202,signer7_sample1475,81,carpet
6203,signer7_sample1476,118,cologne
6204,signer7_sample1477,4,brother
6205,signer7_sample1478,201,flour
6206,signer7_sample1479,215,bed
6207,signer7_sample1480,64,house
6208,signer7_sample1481,23,honey
6209,signer7_sample1482,168,tuesday
6210,signer7_sample1483,161,picnic
6211,signer7_sample1484,196,thanks
6212,signer7_sample1485,96,medicine
6213,signer7_sample1486,79,lightweight
6214,signer7_sample1487,177,free
